report_id,report_text,iogp_category_hint,suggested_tags,iogp_tags,sif_potential,energy_level,barrier_failure,human_proximity,exposure_duration,notes,labeled_by
R014,"An employee working on a rig fell approximately 5.5 feet from the top of a scavenger tank/platform to the matting board, requiring stitches to the head. Guardrails on top of the platform had been removed at the time.",working_at_height,working_at_height,working_at_height;bypassing_safety_controls,true,2,2,2,1,"An employee fell 5.5 feet (height >2m) from a platform while guardrails were removed, directly exposing them to gravitational energy and resulting in a head injury. The removal of guardrails represent",llm_weak_gold
R015,"An employee fell from an elevated work platform on a drill rig while installing piping for the well, breaking both ankles.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The employee experienced a fall from an elevated work platform on a drill rig, involving high-magnitude gravitational energy (height >2m) with direct human impact and severe physical injury. This repr",llm_weak_gold
R016,"A work crew was rigging up and had just installed a guardrail. Before it was secured with bolts, an employee leaned against it and fell 26 feet to the ground, sustaining five fractures to his back.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"High gravitational energy was present with a fall from 26 feet (>2m), and a critical physical barrier (the unsecured guardrail) failed while the employee directly interacted with it, leading to a seve",llm_weak_gold
R017,An employee was injured when a Genie man lift rolled over. The employee was hospitalized.,working_at_height,working_at_height,working_at_height;driving,true,2,2,2,1,"A Genie man lift rolled over resulting in a worker hospitalization, representing high kinetic and potential energy from heavy mobile equipment at height. A critical stability barrier failed during ope",llm_weak_gold
R018,An employee's finger was crushed during rigging-down operations at a well site. Surgery was required to remove the finger to the first knuckle.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"Mechanical lifting and rigging operations involve high mechanical/gravitational energy where the worker was directly in the line of fire, resulting in a severe crush injury requiring surgery. A critic",llm_weak_gold
R019,"An employee was loading equipment onto a truck, standing on a lubricator rack/catwalk while releasing straps on a crane, when the catwalk collapsed. He fell about 5 feet to the truck below and hit his head.",safe_mechanical_lifting,safe_mechanical_lifting,working_at_height;safe_mechanical_lifting,true,2,2,2,1,The employee was exposed to gravitational energy by working at a height of 5 feet when the catwalk structure failed as a critical physical barrier. The worker was directly in the fall path and suffere,llm_weak_gold
R020,"An employee was lowering a roof over the mud tanks area during rigging-down procedures when the roof fell on top of him, fracturing his ribs.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"A heavy structural roof fell directly onto the worker during lifting/rigging operations, involving high gravitational and mechanical energy. Critical rigging barriers failed, the worker was directly i",llm_weak_gold
R021,An employee suffered an amputation injury while rigging up a top drive at a well site.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The incident involved severe mechanical energy during top drive rigging, resulting in a catastrophic amputation injury. A critical physical barrier/control failed or was absent during high-energy mech",llm_weak_gold
R022,"An employee was driving down a lease road, struck a rock, over-corrected, and ran off the road into larger rocks that deployed the airbag. The employee suffered a possible concussion.",driving,driving,driving,false,2,1,2,1,"The incident involved high kinetic energy from a moving vehicle that struck obstacles and deployed an airbag, resulting in an actual injury (concussion). The driver was directly exposed to the impact ",llm_weak_gold
R023,"An employee was driving an ATV on a gas well access road. Going downhill, the rear end slipped on leaves and the ATV slid into a rut and flipped, throwing the employee off. He suffered a broken collarbone and three broken ribs.",driving,driving,driving,true,2,1,2,2,"The employee was operating an ATV on a downhill grade where gravitational and vehicular kinetic energy were present, resulting in a severe crash and physical injuries (broken bones). A critical contro",llm_weak_gold
R024,An employee operating construction equipment ran off the road at a construction site and suffered broken bones.,driving,driving,driving,true,2,2,2,1,"The report describes a vehicle operating at a construction site running off the road, resulting in a serious kinetic energy incident (moving vehicle/machinery) with the operator directly exposed and i",llm_weak_gold
R025,Crew started wireline job without a signed permit to work; supervisor said it would be filled in after the job to save time.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The report describes a routine wireline task performed without an approved permit to work, which represents an administrative barrier failure. However, there is no high-magnitude physical energy sourc",llm_weak_gold
R026,Contractor began pipe fitting work on a live line before the JSA for the task was reviewed with the crew at toolbox talk.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,The report describes pipe fitting work on a live line where the JSA review was missed during the toolbox talk. This involves moderate process energy and an administrative barrier failure (procedural s,llm_weak_gold
R027,Operator noticed the high-pressure trip kept nuisance-tripping the compressor and bypassed the interlock to keep production running through the shift.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,true,2,2,1,2,"The operator deliberately bypassed a critical high-pressure interlock to maintain production, creating a high-risk operating condition with compressed gas energy. The worker and others were exposed to",llm_weak_gold
R028,Machine guard on the mud pump was left off after maintenance because reinstalling it was slowing down the next job.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,2,2,2,2,"The mud pump involves high-magnitude mechanical energy (rotating parts, pinch points) which was exposed due to the deliberate removal of the machine guard. A worker operating or near the pump is in cl",llm_weak_gold
R029,"Night shift electrician isolated the breaker for panel work without a signed electrical permit, relying only on verbal sign-off.",work_authorisation,work_authorisation,energy_isolation;work_authorisation,false,1,1,1,1,"The electrician performed panel work without a signed permit, relying on verbal sign-off (work authorisation violation). However, the electrical circuit breaker was properly isolated, meaning no high-",llm_weak_gold
R030,"Vessel entry team entered a separator for inspection using the previous day's permit, which had already expired at shift change.",work_authorisation,work_authorisation,confined_space;work_authorisation,false,1,2,2,1,"The entry team entered a confined space (separator) using an expired permit, representing a failure of the work authorisation and confined space barriers. Although confined space entry carries inheren",llm_weak_gold
R031,Rigger began a crane lift near overhead power lines without a lift plan sign-off from the site supervisor.,work_authorisation,work_authorisation,safe_mechanical_lifting;work_authorisation,true,2,2,2,1,"The report describes a crane lift near high-voltage overhead power lines without a formal lift plan sign-off. High electrical and mechanical energy sources were present, a critical administrative and ",llm_weak_gold
R032,"Hot work permit was issued for a grinding job, but the fire watch was pulled to another task before the work finished.",work_authorisation,work_authorisation,hot_work;work_authorisation,false,1,1,1,1,"Moderate energy was present from hot work (grinding), but the primary failure was an administrative control (fire watch pulled early), presenting a degraded barrier rather than an active high-energy l",llm_weak_gold
R033,Scaffold was used for working at height before the scaffold tag inspection had been completed and signed.,work_authorisation,work_authorisation,working_at_height;work_authorisation,false,2,1,1,1,"The report describes working at height without a completed scaffold inspection tag, involving a height hazard (>2m) but a partially present physical barrier (the scaffold was erected). The worker was ",llm_weak_gold
R034,New contractor crew started excavation near buried pipeline markers without obtaining an excavation permit.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The crew engaged in excavation near a buried pipeline without a permit, representing a missing administrative barrier and potential underground strike hazard. However, no specific high-energy source l",llm_weak_gold
R035,"Pressure relief valve was gagged after repeated lifting during startup, to keep the unit online for the shift.",bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,true,2,2,2,2,"The report describes a pressure relief valve being deliberately gagged (bypassed) to keep the high-pressure unit online, introducing a severe hazard with high-pressure energy and a fully defeated crit",llm_weak_gold
R036,Emergency shutdown pushbutton on the wellhead was taped over to prevent accidental trips during a workover.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;work_authorisation,false,1,2,1,1,"The emergency shutdown (ESD) control was deliberately taped over to prevent accidental trips during a workover, representing a bypassed safety control. However, this is an administrative/override acti",llm_weak_gold
R037,Gas detector alarm in the compressor shed was silenced and left disabled after nuisance alarms the previous week.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,1,2,"The compressor shed gas detector (a critical safety control for detecting flammable gas releases) was deliberately silenced and left disabled. While no immediate gas leak was active, bypassing a criti",llm_weak_gold
R038,Interlock on the guard door of a shale shaker was defeated with a jumper wire so the crew could clear a blockage without stopping the equipment.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;line_of_fire,true,2,2,2,1,"The crew defeated a critical safety interlock with a jumper wire to access running machinery, exposing them to high mechanical energy from rotating equipment parts. This bypass of safety controls puts",llm_weak_gold
R039,Low-level trip on a separator was overridden from the control room to avoid a false shutdown during a busy loading operation.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,false,2,2,1,1,"The operator bypassed a process safety control (separator low-level trip) to prevent a shutdown during loading, involving pressurized process hydrocarbons. A critical safety control was deliberately d",llm_weak_gold
R040,Seatbelt interlock on a forklift was disconnected because it kept stalling the engine on rough ground.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;driving,true,2,2,2,2,"The forklift is a heavy moving vehicle with kinetic energy, and disconnecting the seatbelt interlock bypassed a critical safety control designed to protect the operator during a tip-over. The operator",llm_weak_gold
R041,"Electrician started rewiring a junction box without verifying zero energy with a meter, relying only on the breaker tag.",energy_isolation,energy_isolation,energy_isolation,true,2,2,2,1,"The electrician worked on electrical equipment without verifying zero energy with a meter, which involves high-voltage electrical energy. A critical physical verification barrier (using a meter) was b",llm_weak_gold
R042,"Pipefitter opened a flange on a line believed to be isolated, but a bypass valve had not been closed, releasing residual product.",energy_isolation,energy_isolation,energy_isolation;line_of_fire,true,2,2,2,1,"Opening a flange on a line with residual product involves hazardous energy (pressure/chemical). A critical barrier failed since the bypass valve was left open, and the pipefitter was directly in the l",llm_weak_gold
R043,Mechanic began a pump seal replacement after misreading an isolation tag meant for an adjacent pump.,energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,"The mechanic engaged in a pump seal replacement under a misread isolation tag, introducing potential exposure to hazardous fluid energy if pressure or chemical energy was present. However, the report ",llm_weak_gold
R044,"Crew removed a lockout on a conveyor to check a jam, without re-isolating before reaching in.",energy_isolation,energy_isolation,energy_isolation;line_of_fire;bypassing_safety_controls,true,2,2,2,1,"The crew reached into a live conveyor to clear a jam immediately after removing the lockout, exposing their hands to high-magnitude mechanical/kinetic energy. A critical energy isolation barrier was d",llm_weak_gold
R045,"Worker entered a mud pit for cleaning without a current gas test, relying on the previous day's reading.",confined_space,confined_space,confined_space;work_authorisation,false,1,1,2,1,"The worker entered a confined space (mud pit) without verifying current atmospheric conditions, relying on outdated gas test data. While hazardous gases represent a potentially fatal energy source, th",llm_weak_gold
R046,Attendant left a tank entry unattended briefly to answer a radio call while the entrant continued work inside.,confined_space,confined_space,,,,,,,,
R047,"Two workers entered a separator vessel for inspection without a signed entry permit, assuming it was a quick look.",confined_space,confined_space,,,,,,,,
R048,"Crew entered a below-grade vault to check a valve without testing for H2S, despite known sour gas history in the area.",confined_space,confined_space,,,,,,,,
R049,A worker stood under a suspended load while helping guide a pipe section into position with a tag line.,line_of_fire,line_of_fire,,,,,,,,
R050,An employee walked through the swing radius of an active crane to reach a tool cart on the far side.,line_of_fire,line_of_fire,,,,,,,,
R051,A crew member stood near a pressurized hose connection while it was being pressure-tested.,line_of_fire,line_of_fire,,,,,,,,
R052,A worker positioned himself between a truck and a loading rack while the truck was still being spotted.,line_of_fire,line_of_fire,,,,,,,,
R053,Welder began cutting near a tank containing residual hydrocarbon vapors without a gas test beforehand.,hot_work,hot_work,,,,,,,,
R054,Grinding sparks ignited nearby rags soaked in solvent that had not been cleared from the work area.,hot_work,hot_work,,,,,,,,
R055,"A hot work permit was issued for one location, but the crew moved to weld at a second spot without re-checking the atmosphere there.",hot_work,hot_work,,,,,,,,
R056,"Fire watch was not maintained for the required time after welding finished, and a smoldering ember reignited nearby insulation.",hot_work,hot_work,hot_work,false,1,2,1,1,"The hot work operation involved an ignition source and combustible insulation, presenting a moderate thermal energy hazard. A critical administrative and operational barrier (the required fire watch) ",llm_weak_gold
R057,"A worker climbed a ladder to a platform without securing the ladder's base, and it slid out from under him.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The worker was exposed to gravitational energy by working at height on an unsecured ladder that slid out, placing them directly in the fall path with a critical physical barrier (securing/tying off th",llm_weak_gold
R058,An employee leaned over an unguarded edge of a tank roof to retrieve a dropped tool.,working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The employee leaned over an unguarded tank roof edge (>2m height), representing a fall hazard with high gravitational energy and an absent physical barrier (guardrail/harness). The worker was directly",llm_weak_gold
R059,A worker used a harness but failed to clip the lanyard to an approved anchor point while working on a flare stack.,working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The worker was working at height on a flare stack with high gravitational energy present, but failed to clip their lanyard, representing the total absence of a critical personal fall protection barrie",llm_weak_gold
R060,"A crew member stood on the top rung of a stepladder to reach a valve, losing balance when it wobbled.",working_at_height,working_at_height,working_at_height,false,2,1,2,1,The worker was exposed to gravitational energy by standing on the top rung of a stepladder (>2m fall potential) with a compromised physical barrier (the ladder wobbled and was used improperly). The wo,llm_weak_gold
R061,A rigger used a sling rated below the load weight because the correct sling was not available on site.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"A heavy load was handled using an undersized sling, introducing severe mechanical lifting and gravitational energy hazards with a critical control failure. The rigger was exposed to the line of fire d",llm_weak_gold
R062,"A crane operator lifted a load with the boom angle steeper than the load chart allowed, causing the load to swing.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The crane operator exceeded the load chart limits by using a steeper boom angle, creating an unstable lift with a swinging load that involved high mechanical and gravitational energy. A critical lifti",llm_weak_gold
R063,A worker stood within the fall radius while guiding a suspended pipe rack into place by hand.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,false,2,1,2,1,"High gravitational and mechanical energy was present from a heavy suspended load, and the worker was directly in the line of fire (fall radius) while guiding it by hand. Under slightly different circu",llm_weak_gold
R064,"A tagline was not used during the lift of an awkward-shaped load, allowing it to spin and strike a nearby worker.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"A mechanical lifting operation involved a suspended load spinning without a tagline, placing a worker in the line of fire where they were struck. The presence of a suspended load represents high-magni",llm_weak_gold
R065,A driver checked a work order on a mobile phone while driving on a lease road and drifted off the shoulder.,driving,driving,driving,true,2,2,2,1,"The driver was operating a moving vehicle while distracted by a mobile phone, resulting in a loss of control on a lease road. This involves high-magnitude kinetic energy, a failure of the safe driving",llm_weak_gold
R066,A crew truck driver exceeded the site speed limit on a gravel access road and lost control on a curve.,driving,driving,driving,true,2,1,2,2,"A moving vehicle at speed represents high-magnitude kinetic energy, and losing control on a gravel road creates a direct impact/rollover hazard with prolonged exposure during transit. The driver was d",llm_weak_gold
R067,A night-shift driver was assigned a long solo trip to a remote well pad without a fatigue break and drifted into the oncoming lane.,driving,driving,driving,true,2,2,2,2,"The driver was operating a moving vehicle on a long solo trip while fatigued, drifting into the oncoming lane. This involves high kinetic energy, a failure of fatigue management controls, and direct h",llm_weak_gold
R068,A driver failed to wear a seatbelt on a short site move and was thrown from the vehicle after hitting a pothole.,driving,driving,driving,true,2,2,2,1,"The driver experienced a vehicle-related impact after hitting a road hazard while not wearing a seatbelt, resulting in ejection from the vehicle. This involves moving vehicle energy, the failure of a ",llm_weak_gold
R069,"Wireline crew began rig-up work using a permit written for a different pad, since the correct one had not been issued yet.",work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The report describes a work authorisation violation where a wireline crew used an incorrect permit for rig-up activities. While rig-up involves mechanical and pressure hazards, the core issue describe",llm_weak_gold
R070,"A pipefitter started tie-in work after the permit's time window had expired, assuming the extension was automatic.",work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The report describes a routine pipefitting task performed shortly after a permit time window expired, representing a minor administrative/procedural delay rather than a high-energy hazard. Because the",llm_weak_gold
R071,Crane operator moved a load without a signed lift permit because the crew lead said they had done this move before.,work_authorisation,work_authorisation,safe_mechanical_lifting;work_authorisation,true,2,2,2,1,"The operation involved a suspended heavy load (high mechanical/gravitational energy), which places it above routine low-energy work. A critical administrative and operational barrier (the lift permit)",llm_weak_gold
R072,Electrical isolation was performed by a technician who was not listed as an authorized isolator on the permit.,work_authorisation,work_authorisation,energy_isolation;work_authorisation,false,1,1,1,1,"The technician performed an electrical isolation without being authorized on the permit, involving electrical energy and a degraded administrative barrier. However, there is no indication of high-magn",llm_weak_gold
R073,A confined space entry was authorized verbally by a supervisor over radio instead of a signed permit.,work_authorisation,work_authorisation,confined_space;work_authorisation,false,0,1,0,0,"The report describes a verbal authorization for confined space entry instead of a signed permit, representing a failure in the work authorization and confined space management process. However, the re",llm_weak_gold
R074,A pressure switch that kept nuisance-tripping the pump was wired around during a night shift to avoid repeated callouts.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;work_authorisation,true,2,2,1,2,"High-pressure energy was present on the pump, and a critical safety trip was deliberately bypassed without authorisation, putting operating personnel in potential line of fire for an over-pressurisati",llm_weak_gold
R075,Guard on a rotating shaft was removed to clear a wrap and not reinstalled before restart.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;line_of_fire,true,2,2,2,1,"Rotating machinery represents moderate-to-high mechanical energy with direct entanglement hazards. The critical physical guard (barrier) was completely absent during equipment restart, and the operato",llm_weak_gold
R076,A high-high level alarm on a tank was muted in the DCS after repeated false alarms during a rain event.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,1,2,"Operators muted a critical high-high level alarm in the DCS following false alarms, bypassing a key safety control meant to prevent tank overfilling. While no immediate high-magnitude energy release o",llm_weak_gold
R077,A fall-arrest anchor point's failed inspection tag was ignored and the line was used anyway because no spare was available.,bypassing_safety_controls,bypassing_safety_controls,working_at_height;work_authorisation,true,2,2,2,1,"The operation involved working at height with a degraded fall-arrest anchor lacking a valid inspection tag, placing the worker directly in the fall path. This presents significant gravitational energy",llm_weak_gold
R078,A vehicle's reverse alarm was disconnected after complaints about noise on night shift.,bypassing_safety_controls,bypassing_safety_controls,driving;bypassing_safety_controls,true,2,2,2,2,A vehicle operating without a reverse alarm involves moving vehicle energy and a defeated safety control. The driver and nearby personnel were directly exposed in the blind spot/impact path during rev,llm_weak_gold
R079,"A technician assumed a valve was closed based on the handle position, without confirming with a pressure gauge.",energy_isolation,energy_isolation,energy_isolation,false,1,1,1,1,"The technician relied on handle position rather than verifying zero energy via a pressure gauge, which involves process energy and a failure of the verification barrier. However, there is no indicatio",llm_weak_gold
R080,"Two isolation points were required for the job, but only one was locked out before work began.",energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,The report describes a failure to establish complete zero-energy state by omitting one of two required lockouts before commencing work. This represents a degraded energy isolation barrier on a potenti,llm_weak_gold
R081,"A worker removed a lock from an isolated breaker to test if power was restored, without informing the crew.",energy_isolation,energy_isolation,energy_isolation,true,2,2,2,1,"The worker removed an energy isolation lock on an electrical breaker to test power without coordinating, presenting a severe risk of unexpected energization (electrical energy). A critical safety barr",llm_weak_gold
R082,An isolation certificate was transferred to a new crew without a walkdown to confirm the points were still isolated.,energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,"The report describes a procedural failure regarding the transfer of an isolation certificate without a confirming walkdown. While energy isolation involves potential hazard sources, the lack of a walk",llm_weak_gold
R083,"A hydraulic line was assumed depressurized after shutdown, but stored pressure remained and sprayed fluid when disconnected.",energy_isolation,energy_isolation,energy_isolation,true,2,2,2,1,"The report describes a release of stored hydraulic pressure when a line was disconnected under the assumption it was depressurized, presenting a moderate-to-high pressure energy hazard. A critical ene",llm_weak_gold
R084,"Gas testing equipment was not calibrated before use, giving a false safe reading inside a tank.",confined_space,confined_space,confined_space;bypassing_safety_controls,false,1,2,1,1,"The uncalibrated gas testing equipment presented a failure in a critical atmospheric monitoring barrier prior to confined space entry, introducing the risk of toxic or explosive atmospheres. However, ",llm_weak_gold
R085,An entrant continued working after the attendant left the entry point to retrieve a forgotten tool.,confined_space,confined_space,confined_space;work_authorisation,false,1,2,2,1,"The entrant continued working inside a confined space without a mandatory attendant present at the entry point, representing a critical procedural and communication barrier failure. While the inherent",llm_weak_gold
R086,A ventilation blower was turned off partway through the job because it was making entry uncomfortably loud.,confined_space,confined_space,,false,0,1,0,1,"The operation involved a routine ventilation issue where a blower was turned off due to noise, without any indication of hazardous atmosphere testing or actual confined space entry under a dangerous e",llm_weak_gold
R087,A worker climbed into a pit through a secondary opening that had not been included in the entry permit.,confined_space,confined_space,confined_space;work_authorisation,false,1,2,2,1,"The worker entered a confined space using an unapproved opening, bypassing the permit scope (administrative barrier failure). However, the pit itself does not inherently involve high-magnitude energy ",llm_weak_gold
R088,Rescue equipment listed on the confined space permit was not actually staged at the entry point.,confined_space,confined_space,confined_space;work_authorisation,false,0,1,0,0,"The report describes a permit and rescue preparedness deficiency for a confined space entry, but no actual entry occurred or high-energy hazard was engaged. Missing staging equipment represents a degr",llm_weak_gold
R089,A worker crouched next to a wellhead during a pressure test instead of standing behind the designated barrier.,line_of_fire,line_of_fire,line_of_fire,true,2,2,2,1,The worker was positioned in close proximity to a high-pressure wellhead during a pressure test while failing to use the designated protective barrier. This introduced direct line-of-fire exposure to ,llm_weak_gold
R090,An employee reached into a pinch point on a conveyor to clear debris while it was still running.,line_of_fire,line_of_fire,energy_isolation;line_of_fire,true,2,2,2,1,"The employee exposed themselves to high mechanical energy by reaching into a running conveyor's pinch point, placing their hand directly in the line of fire (human_proximity: 2). The machinery was ope",llm_weak_gold
R091,A worker walked under a boom while a crane was repositioning a load overhead.,line_of_fire,line_of_fire,line_of_fire;safe_mechanical_lifting,true,2,2,2,1,"A worker walked directly underneath a suspended load and moving crane boom, exposing themselves to high gravitational energy from a heavy overhead load. The critical safety control of keeping out of t",llm_weak_gold
R092,Two workers stood on opposite sides of a pipe being straightened under tension when it snapped.,line_of_fire,line_of_fire,line_of_fire,true,2,2,2,1,"The workers were directly in the line of fire of a pipe under high mechanical tension that snapped, creating a severe potential struck-by hazard involving high stored energy. Critical mechanical/tensi",llm_weak_gold
R093,A worker stood downwind of a pressure relief vent during a blowdown.,line_of_fire,line_of_fire,line_of_fire,true,2,2,2,1,"The worker was exposed to high-pressure gas release by standing directly downwind of a pressure relief vent during a blowdown. High-magnitude pressure energy was present, critical procedural and spati",llm_weak_gold
R094,"A welding blanket was not used to shield nearby insulation, which later ignited from stray sparks.",hot_work,hot_work,hot_work,false,1,1,1,1,"Stray welding sparks contacted unprotected insulation, resulting in a localized ignition. Thermal energy from the hot work was present, and the primary barrier (the welding blanket) was absent, exposi",llm_weak_gold
R095,Gas testing was performed at the start of a hot work job but not repeated after a shift change several hours later.,hot_work,hot_work,hot_work;work_authorisation,false,1,1,1,1,"The hot work operation involved flammable gas hazards, but initial testing was performed and no actual release or hazardous atmosphere was reported during the shift change. The failure to re-test repr",llm_weak_gold
R096,A grinder was used near an open drum of solvent that had not been moved out of the hot work area.,hot_work,hot_work,hot_work,true,2,2,2,1,The use of an ignition source (grinder) near an open flammable solvent presents high chemical and thermal energy with a high potential for fire/explosion. The critical administrative and physical cont,llm_weak_gold
R097,Hot work continued through a wind shift that blew sparks toward a nearby vent stack.,hot_work,hot_work,hot_work,false,2,1,1,1,"Hot work was conducted during a wind shift that directed sparks toward a potential hydrocarbon source (vent stack), introducing an ignition energy hazard in proximity to flammable vapor sources. While",llm_weak_gold
