report_id,report_text,iogp_category_hint,suggested_tags,iogp_tags,sif_potential,energy_level,barrier_failure,human_proximity,exposure_duration,notes,labeled_by
R023,"An employee was driving an ATV on a gas well access road. Going downhill, the rear end slipped on leaves and the ATV slid into a rut and flipped, throwing the employee off. He suffered a broken collarbone and three broken ribs.",driving,driving,driving,true,2,1,2,1,"The employee was operating an ATV on a downhill grade where high kinetic/gravitational energy was present, leading to a vehicle rollover and severe injuries. The physical barrier (vehicle stability/co",llm_weak_gold
R024,An employee operating construction equipment ran off the road at a construction site and suffered broken bones.,driving,driving,driving,true,2,2,2,1,"The incident involved heavy moving construction equipment operating at speed, representing high kinetic and mechanical energy. A critical vehicle operation control failed as the operator ran off the r",llm_weak_gold
R025,Crew started wireline job without a signed permit to work; supervisor said it would be filled in after the job to save time.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The crew performed a wireline job without a signed permit, which is an administrative procedural violation involving work authorisation. However, the task itself did not inherently involve uncontrolle",llm_weak_gold
R026,Contractor began pipe fitting work on a live line before the JSA for the task was reviewed with the crew at toolbox talk.,work_authorisation,work_authorisation,work_authorisation,false,1,1,2,1,"The report describes pipe fitting work on a live line where the JSA review was skipped, involving moderate energy (live line pressure) and an administrative barrier failure (missing JSA/toolbox talk).",llm_weak_gold
R027,Operator noticed the high-pressure trip kept nuisance-tripping the compressor and bypassed the interlock to keep production running through the shift.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,true,2,2,2,2,"The operator bypassed the high-pressure interlock on an operating compressor, creating a severe potential for an unmitigated over-pressure event. This involved high-magnitude pressure energy, full def",llm_weak_gold
R028,Machine guard on the mud pump was left off after maintenance because reinstalling it was slowing down the next job.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,2,2,2,2,The mud pump involves high-mechanical energy with rotating parts exposed due to a missing critical physical barrier (the machine guard). Personnel were operating in proximity to the exposed hazard dur,llm_weak_gold
R029,"Night shift electrician isolated the breaker for panel work without a signed electrical permit, relying only on verbal sign-off.",work_authorisation,work_authorisation,energy_isolation;work_authorisation,false,1,1,1,1,"The electrician performed panel work on an isolated electrical circuit without a valid permit, relying on verbal sign-off. While electrical energy is present, the breaker was properly isolated, meanin",llm_weak_gold
R030,"Vessel entry team entered a separator for inspection using the previous day's permit, which had already expired at shift change.",work_authorisation,work_authorisation,confined_space;work_authorisation,true,1,2,2,1,"The vessel entry team entered a confined space using an expired permit, representing a significant procedural barrier failure for a hazardous space. Although the confined space hazard itself involves ",llm_weak_gold
R031,Rigger began a crane lift near overhead power lines without a lift plan sign-off from the site supervisor.,work_authorisation,work_authorisation,safe_mechanical_lifting;work_authorisation,false,2,1,1,1,"A crane lift near overhead power lines involves high-magnitude electrical and mechanical energy. While the lift plan sign-off was missing (administrative barrier degraded), the proximity to power line",llm_weak_gold
R032,"Hot work permit was issued for a grinding job, but the fire watch was pulled to another task before the work finished.",work_authorisation,work_authorisation,hot_work,false,1,2,1,1,"The grinding job involved ignition sources in proximity to flammables, constituting hot work with moderate energy. The critical safety barrier (the fire watch) was removed before work completion, leav",llm_weak_gold
R033,Scaffold was used for working at height before the scaffold tag inspection had been completed and signed.,work_authorisation,work_authorisation,working_at_height;work_authorisation,false,2,1,1,1,"The operation involved working at height (>2m, representing moderate-to-high gravitational energy), but the scaffold was physically erected with a barrier partially in place (awaiting inspection tag).",llm_weak_gold
R034,New contractor crew started excavation near buried pipeline markers without obtaining an excavation permit.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The crew initiated excavation near buried pipeline markers without a permit, which represents a work authorisation violation. However, the task itself was low-energy ground disturbance without an actu",llm_weak_gold
R035,"Pressure relief valve was gagged after repeated lifting during startup, to keep the unit online for the shift.",bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,true,2,2,2,2,"Operators deliberately defeated a high-pressure safety control (gagged relief valve) to keep the unit running under pressure, resulting in prolonged exposure for the entire shift. This high-energy con",llm_weak_gold
R036,Emergency shutdown pushbutton on the wellhead was taped over to prevent accidental trips during a workover.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,2,2,2,2,"The emergency shutdown (ESD) control was deliberately defeated by taping over the pushbutton during a high-risk workover activity, eliminating a critical safety barrier. Operators working in the area ",llm_weak_gold
R037,Gas detector alarm in the compressor shed was silenced and left disabled after nuisance alarms the previous week.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,2,2,1,2,The compressor shed gas detection system (a critical safety control) was deliberately silenced and disabled following nuisance alarms. While no immediate release of high-pressure gas occurred at that ,llm_weak_gold
R038,Interlock on the guard door of a shale shaker was defeated with a jumper wire so the crew could clear a blockage without stopping the equipment.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;line_of_fire,true,2,2,2,1,"The crew deliberately bypassed a critical safety interlock on rotating machinery to clear a blockage while equipment was running, introducing severe mechanical entanglement hazards. This involved high",llm_weak_gold
R039,Low-level trip on a separator was overridden from the control room to avoid a false shutdown during a busy loading operation.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,2,2,1,1,"The operator deliberately bypassed a critical safety control (separator trip) to prevent a shutdown during operations, creating a high risk of unmanaged pressure or liquid carryover. While the immedia",llm_weak_gold
R040,Seatbelt interlock on a forklift was disconnected because it kept stalling the engine on rough ground.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;driving,true,2,2,2,2,"The incident involved a moving vehicle (forklift) representing high mechanical kinetic energy, and a critical safety control (seatbelt interlock) was deliberately disconnected. The operator was direct",llm_weak_gold
R041,"Electrician started rewiring a junction box without verifying zero energy with a meter, relying only on the breaker tag.",energy_isolation,energy_isolation,energy_isolation;work_authorisation,true,2,2,2,1,"The electrician worked on live electrical circuits without performing zero-energy verification using a meter, relying solely on a breaker tag. High electrical energy was present, a critical isolation ",llm_weak_gold
R042,"Pipefitter opened a flange on a line believed to be isolated, but a bypass valve had not been closed, releasing residual product.",energy_isolation,energy_isolation,energy_isolation;work_authorisation,true,1,2,2,1,"The incident involved the release of residual product when a flange was opened under unverified isolation conditions, representing a potential containment and chemical exposure hazard. Although the li",llm_weak_gold
R043,Mechanic began a pump seal replacement after misreading an isolation tag meant for an adjacent pump.,energy_isolation,energy_isolation,energy_isolation;work_authorisation,true,2,2,2,1,"The mechanic initiated work on a pump seal under incorrect isolation, risking exposure to hazardous process energy. This involves a critical failure in energy isolation and work authorisation where hi",llm_weak_gold
R044,"Crew removed a lockout on a conveyor to check a jam, without re-isolating before reaching in.",energy_isolation,energy_isolation,energy_isolation;line_of_fire,true,2,2,2,1,"The crew removed a lockout on a conveyor and reached into the machine without re-isolating the mechanical energy source, placing their hands directly in the line of fire of moving machinery. This invo",llm_weak_gold
R045,"Worker entered a mud pit for cleaning without a current gas test, relying on the previous day's reading.",confined_space,confined_space,confined_space;work_authorisation,true,1,2,2,1,"The worker entered a confined space (mud pit) without verifying atmospheric conditions with a current gas test, relying instead on stale data. This involves toxic or oxygen-deficient atmospheric hazar",llm_weak_gold
R046,Attendant left a tank entry unattended briefly to answer a radio call while the entrant continued work inside.,confined_space,confined_space,confined_space,true,1,2,2,1,"The operation involved a confined space entry where the mandatory attendant left the post unattended while work continued inside, degrading the critical monitoring barrier. However, the confined space",llm_weak_gold
R047,"Two workers entered a separator vessel for inspection without a signed entry permit, assuming it was a quick look.",confined_space,confined_space,confined_space;work_authorisation,true,1,2,2,1,"The workers entered a confined space (separator vessel) without a valid entry permit, which represents a critical work authorisation and atmospheric hazard. However, the energy level inside the inspec",llm_weak_gold
R048,"Crew entered a below-grade vault to check a valve without testing for H2S, despite known sour gas history in the area.",confined_space,confined_space,confined_space;work_authorisation,true,2,2,2,2,"The crew entered a below-grade vault in a sour gas area without testing for H2S, exposing them to potentially lethal toxic gas (high chemical energy) with no atmospheric testing barrier in place. They",llm_weak_gold
R049,A worker stood under a suspended load while helping guide a pipe section into position with a tag line.,line_of_fire,line_of_fire,safe_mechanical_lifting;line_of_fire,true,2,1,2,1,"The worker was exposed to high gravitational energy from a heavy suspended load while standing directly in the line of fire. Although a tag line was used, positioning oneself under a suspended load re",llm_weak_gold
R050,An employee walked through the swing radius of an active crane to reach a tool cart on the far side.,line_of_fire,line_of_fire,line_of_fire;safe_mechanical_lifting,true,2,1,2,1,"The employee entered the swing radius of an active crane, placing them directly in the line of fire of heavy mechanical lifting equipment. While no dropped load occurred, the potential for a catastrop",llm_weak_gold
R051,A crew member stood near a pressurized hose connection while it was being pressure-tested.,line_of_fire,line_of_fire,energy_isolation;line_of_fire,true,2,1,2,1,"High-pressure energy was present during a pressure-testing operation, representing a significant stored energy hazard. The worker was standing near the connection in a potential line of fire, resultin",llm_weak_gold
R052,A worker positioned himself between a truck and a loading rack while the truck was still being spotted.,line_of_fire,line_of_fire,line_of_fire;driving,true,2,1,2,1,"The worker entered the line of fire of a moving heavy vehicle (truck) during spotting operations, presenting a high-magnitude kinetic energy hazard with direct human exposure in the impact path. Altho",llm_weak_gold
R053,Welder began cutting near a tank containing residual hydrocarbon vapors without a gas test beforehand.,hot_work,hot_work,hot_work;work_authorisation,true,2,2,2,1,"The welder performed hot work near residual hydrocarbons without prior gas testing, introducing a high-energy ignition and explosion hazard. A critical physical barrier (gas testing/verification) was ",llm_weak_gold
R054,Grinding sparks ignited nearby rags soaked in solvent that had not been cleared from the work area.,hot_work,hot_work,hot_work,false,1,1,1,1,"The incident involved flammable materials and an ignition source (grinding sparks) in close proximity, representing moderate chemical/thermal energy. The housekeeping control (clearing rags) failed, a",llm_weak_gold
R055,"A hot work permit was issued for one location, but the crew moved to weld at a second spot without re-checking the atmosphere there.",hot_work,hot_work,hot_work;work_authorisation,false,1,1,1,1,"The crew performed welding operations (hot work) at a secondary location without verifying the atmosphere or updating the permit, introducing potential ignition energy in an unverified environment. Ho",llm_weak_gold
R056,"Fire watch was not maintained for the required time after welding finished, and a smoldering ember reignited nearby insulation.",hot_work,hot_work,hot_work,false,1,1,0,1,"The incident involved hot work and a smoldering ember igniting insulation due to a failure in maintaining the fire watch. Moderate thermal energy was present, a critical administrative barrier (fire w",llm_weak_gold
R057,"A worker climbed a ladder to a platform without securing the ladder's base, and it slid out from under him.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The incident involved gravitational energy from working at height (>2m) combined with the failure of a critical physical safety barrier (the ladder was not secured, causing it to slide). The worker wa",llm_weak_gold
R058,An employee leaned over an unguarded edge of a tank roof to retrieve a dropped tool.,working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The employee was exposed to a fall hazard from a tank roof edge (>2m height, representing high gravitational energy) with an absent physical barrier (unguarded edge), directly placing themselves in th",llm_weak_gold
R059,A worker used a harness but failed to clip the lanyard to an approved anchor point while working on a flare stack.,working_at_height,working_at_height,working_at_height,true,2,2,2,2,The worker was exposed to a severe gravitational energy hazard while working at height on a flare stack without being tied off. A critical life-saving barrier (the lanyard anchor) was completely unatt,llm_weak_gold
R060,"A crew member stood on the top rung of a stepladder to reach a valve, losing balance when it wobbled.",working_at_height,working_at_height,working_at_height,true,2,2,2,1,"The worker was exposed to gravity energy by standing on the top rung of a stepladder (>2m fall hazard), representing a moderate-to-high energy level. The primary physical barrier (proper ladder use / ",llm_weak_gold
R061,A rigger used a sling rated below the load weight because the correct sling was not available on site.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"A heavy load was suspended using an undersized, unrated sling, presenting significant mechanical lifting energy and a severe dropped-object hazard. The critical lifting barrier failed completely due t",llm_weak_gold
R062,"A crane operator lifted a load with the boom angle steeper than the load chart allowed, causing the load to swing.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,1,1,"The crane operator operated outside the load chart parameters with a suspended load, creating high mechanical and gravitational energy combined with a swinging hazard. A critical operating control/bar",llm_weak_gold
R063,A worker stood within the fall radius while guiding a suspended pipe rack into place by hand.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,1,2,1,The operation involved a heavy suspended load (high gravitational and mechanical energy) with a worker guiding it by hand directly within the fall radius (line of fire). This combination of high energ,llm_weak_gold
R064,"A tagline was not used during the lift of an awkward-shaped load, allowing it to spin and strike a nearby worker.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The incident involved gravitational and mechanical energy from a suspended, awkward-shaped load that struck a worker due to the absence of a tagline. A critical operational barrier (tagline) was absen",llm_weak_gold
R065,A driver checked a work order on a mobile phone while driving on a lease road and drifted off the shoulder.,driving,driving,driving,true,2,2,2,1,"The incident involves high-magnitude kinetic energy from a moving vehicle while the driver was distracted by a mobile phone, representing a severe SIF scenario. The critical physical barrier of attent",llm_weak_gold
R066,A crew truck driver exceeded the site speed limit on a gravel access road and lost control on a curve.,driving,driving,driving,true,2,1,2,1,"A crew truck driver exceeded the speed limit and lost control of the vehicle on a gravel access road, representing high kinetic energy from a moving vehicle. The primary safety barrier (speed limit co",llm_weak_gold
R067,A night-shift driver was assigned a long solo trip to a remote well pad without a fatigue break and drifted into the oncoming lane.,driving,driving,driving,true,2,1,2,2,"The driver was operating a vehicle on a long solo trip without adequate rest, leading to a near-miss or drift into the oncoming lane. This involves high-magnitude kinetic energy from a moving vehicle,",llm_weak_gold
R068,A driver failed to wear a seatbelt on a short site move and was thrown from the vehicle after hitting a pothole.,driving,driving,driving,true,2,2,2,1,"The driver was operating a moving vehicle without a seatbelt, exposing themselves to high kinetic energy and a critical barrier failure (seatbelt not worn) resulting in ejection. Because a moving vehi",llm_weak_gold
R069,"Wireline crew began rig-up work using a permit written for a different pad, since the correct one had not been issued yet.",work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The operation involved wireline rig-up, which entails pressure and mechanical hazards, but the incident itself describes a paper permit mismatch rather than an active high-energy release or near-miss.",llm_weak_gold
R070,"A pipefitter started tie-in work after the permit's time window had expired, assuming the extension was automatic.",work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The work involved routine pipe fitting, which represents a low-energy task rather than high-magnitude energy. The permit time window had expired, constituting a degraded administrative barrier, but th",llm_weak_gold
R071,Crane operator moved a load without a signed lift permit because the crew lead said they had done this move before.,work_authorisation,work_authorisation,safe_mechanical_lifting;work_authorisation,true,2,2,1,1,"The operation involved a suspended heavy load which represents high gravitational and mechanical energy. While the critical paperwork barrier (lift permit) was absent, the actual physical lift proceed",llm_weak_gold
R072,Electrical isolation was performed by a technician who was not listed as an authorized isolator on the permit.,work_authorisation,work_authorisation,energy_isolation;work_authorisation,false,1,1,1,1,"The incident involves electrical energy, but the work was an electrical isolation task where energy was being controlled rather than exposed at high voltage without protection. The lack of proper auth",llm_weak_gold
R073,A confined space entry was authorized verbally by a supervisor over radio instead of a signed permit.,work_authorisation,work_authorisation,confined_space;work_authorisation,false,1,1,1,1,"The operation involved a confined space entry without the proper physical-administrative verification (signed permit, relying only on verbal radio authorization). While confined spaces present atmosph",llm_weak_gold
R074,A pressure switch that kept nuisance-tripping the pump was wired around during a night shift to avoid repeated callouts.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,true,2,2,1,2,"The operation bypassed a safety control (pressure switch) to prevent nuisance-tripping, creating potential over-pressurization hazard on the pump. A critical safety control was deliberately defeated w",llm_weak_gold
R075,Guard on a rotating shaft was removed to clear a wrap and not reinstalled before restart.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;line_of_fire,true,2,2,2,1,"The incident involved rotating machinery energy with the physical safety guard completely removed and bypassed during operation, placing the operator directly in the line of fire of an exposed rotatin",llm_weak_gold
R076,A high-high level alarm on a tank was muted in the DCS after repeated false alarms during a rain event.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,1,2,1,2,"Operators muted a critical high-high level alarm in the DCS to stop nuisance alarms during a rain event, bypassing a key safety control. While the immediate hazard energy (tank overfill) was moderated",llm_weak_gold
R077,A fall-arrest anchor point's failed inspection tag was ignored and the line was used anyway because no spare was available.,bypassing_safety_controls,bypassing_safety_controls,working_at_height;work_authorisation,false,1,2,1,1,"The operation involved working at height with a fall-arrest anchor point whose safety inspection tag had expired, representing a degraded critical barrier. While gravitational energy was present, the ",llm_weak_gold
R078,A vehicle's reverse alarm was disconnected after complaints about noise on night shift.,bypassing_safety_controls,bypassing_safety_controls,driving;bypassing_safety_controls,true,2,2,2,1,A vehicle operating on site with a disconnected reverse alarm represents a significant hazard involving moving vehicle energy and a deliberately defeated safety control (auditory warning). While the e,llm_weak_gold
R079,"A technician assumed a valve was closed based on the handle position, without confirming with a pressure gauge.",energy_isolation,energy_isolation,energy_isolation,false,1,1,1,1,"The technician relied on visual handle position rather than verifying zero energy via pressure gauge, risking exposure to pressurized process fluids. While a process hazard was present, there is no in",llm_weak_gold
R080,"Two isolation points were required for the job, but only one was locked out before work began.",energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,2,1,1,"The report describes a failure to establish complete zero-energy state by omitting an isolation point, presenting a residual energy hazard during the work. However, the task energy level, exact nature",llm_weak_gold
R081,"A worker removed a lock from an isolated breaker to test if power was restored, without informing the crew.",energy_isolation,energy_isolation,energy_isolation,true,2,2,2,1,"The incident involved high-magnitude electrical energy with a critical barrier (lockout/tagout) fully removed, placing the worker directly in the path of potential electrocution or arc flash during th",llm_weak_gold
R082,An isolation certificate was transferred to a new crew without a walkdown to confirm the points were still isolated.,energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,"The incident involved an energy isolation handover without a physical field verification walkdown, presenting potential exposure to stored process energy if isolations had been altered. However, no ac",llm_weak_gold
R083,"A hydraulic line was assumed depressurized after shutdown, but stored pressure remained and sprayed fluid when disconnected.",energy_isolation,energy_isolation,energy_isolation;line_of_fire,true,2,2,2,1,"The incident involved stored hydraulic pressure that unexpectedly released upon line disconnection, representing a moderate-to-high energy source (stored pressure) where energy isolation and verificat",llm_weak_gold
R084,"Gas testing equipment was not calibrated before use, giving a false safe reading inside a tank.",confined_space,confined_space,confined_space;work_authorisation,false,1,1,1,1,"The incident involved entering a tank with an uncalibrated gas detector, presenting atmospheric and potential toxic/asexyxiation hazards, which constitutes a confined space entry concern. However, sin",llm_weak_gold
R085,An entrant continued working after the attendant left the entry point to retrieve a forgotten tool.,confined_space,confined_space,confined_space,false,1,1,1,1,"The entrant continued working inside a confined space without a mandatory attendant present at the entry point, degrading a critical safety barrier designed for emergency response and monitoring. Whil",llm_weak_gold
R086,A ventilation blower was turned off partway through the job because it was making entry uncomfortably loud.,confined_space,confined_space,confined_space,true,1,2,2,1,"The operation involved a confined space entry where a critical ventilation blower was turned off due to noise, compromising the atmospheric control barrier. Workers were exposed to potential hazardous",llm_weak_gold
R087,A worker climbed into a pit through a secondary opening that had not been included in the entry permit.,confined_space,confined_space,confined_space;work_authorisation,false,1,1,2,1,"The worker entered a pit (confined space) without authorization via that specific opening, which breaches the confined space and work authorisation rules. However, the hazard energy associated with th",llm_weak_gold
R088,Rescue equipment listed on the confined space permit was not actually staged at the entry point.,confined_space,confined_space,confined_space;work_authorisation,false,1,2,1,1,"The incident involves missing emergency rescue equipment for a confined space entry, which is a critical safety barrier deficiency. While confined spaces inherently involve severe hazard potential, th",llm_weak_gold
R089,A worker crouched next to a wellhead during a pressure test instead of standing behind the designated barrier.,line_of_fire,line_of_fire,line_of_fire;bypassing_safety_controls,true,2,2,2,1,"The incident involved high-pressure energy during a wellhead pressure test, representing a significant stored energy hazard. The critical physical safety barrier (the designated pressure test barrier)",llm_weak_gold
R090,An employee reached into a pinch point on a conveyor to clear debris while it was still running.,line_of_fire,line_of_fire,energy_isolation;line_of_fire;bypassing_safety_controls,true,2,2,2,1,The employee exposed their hand directly to a running mechanical conveyor (high kinetic and mechanical energy). The critical safety barrier (machine guard/interlock or proper energy isolation) was def,llm_weak_gold
