report_id,report_text,iogp_category_hint,suggested_tags,iogp_tags,sif_potential,energy_level,barrier_failure,human_proximity,exposure_duration,notes,labeled_by
R020,"An employee was lowering a roof over the mud tanks area during rigging-down procedures when the roof fell on top of him, fracturing his ribs.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"A heavy structural roof fell on a worker during rigging-down operations, involving high gravitational and mechanical energy and direct impact resulting in a fractured rib injury. Critical physical rig",llm_weak_gold
R021,An employee suffered an amputation injury while rigging up a top drive at a well site.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The employee suffered an amputation injury while rigging up a top drive, which involves high mechanical/rotational energy and direct human exposure to a severe hazard. A critical physical control or b",llm_weak_gold
R022,"An employee was driving down a lease road, struck a rock, over-corrected, and ran off the road into larger rocks that deployed the airbag. The employee suffered a possible concussion.",driving,driving,driving,true,2,2,2,1,"The employee was operating a vehicle at speed, representing high mechanical/kinetic energy, and experienced a crash that deployed the airbag and caused injury. A critical driving control/barrier faile",llm_weak_gold
R023,"An employee was driving an ATV on a gas well access road. Going downhill, the rear end slipped on leaves and the ATV slid into a rut and flipped, throwing the employee off. He suffered a broken collarbone and three broken ribs.",driving,driving,driving,false,2,1,2,1,"A moving vehicle on a downhill slope represents high-magnitude kinetic energy, and the worker was directly exposed to a rollover event that resulted in a severe injury. This meets the SIF-potential th",llm_weak_gold
R024,An employee operating construction equipment ran off the road at a construction site and suffered broken bones.,driving,driving,driving;line_of_fire,true,2,2,2,1,"The report describes a mobile equipment incident where a vehicle ran off the road, resulting in a serious injury (broken bones). This involves high-magnitude energy (moving vehicle at speed), failure ",llm_weak_gold
R025,Crew started wireline job without a signed permit to work; supervisor said it would be filled in after the job to save time.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The report describes a procedural violation where a wireline job was started without a signed permit to work. Wireline operations involve high energy, but the text describes only the administrative om",llm_weak_gold
R026,Contractor began pipe fitting work on a live line before the JSA for the task was reviewed with the crew at toolbox talk.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The report describes pipe fitting work on a live line where the JSA review was missed during the toolbox talk. The energy level is moderate (live line, but routine pipe fitting), the administrative ba",llm_weak_gold
R027,Operator noticed the high-pressure trip kept nuisance-tripping the compressor and bypassed the interlock to keep production running through the shift.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;work_authorisation,true,2,2,2,2,"The operator bypassed a high-pressure trip control on a compressor to maintain production, exposing themselves and others to high-pressure energy throughout the shift with critical safety interlocks d",llm_weak_gold
R028,Machine guard on the mud pump was left off after maintenance because reinstalling it was slowing down the next job.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,1,2,"The mud pump guard was left off (mechanical hazard, energy_level=1 for routine machinery), representing a missing physical barrier (barrier_failure=2 for a removed machine guard). Workers operating ne",llm_weak_gold
R029,"Night shift electrician isolated the breaker for panel work without a signed electrical permit, relying only on verbal sign-off.",work_authorisation,work_authorisation,energy_isolation;work_authorisation,false,1,1,1,1,"The electrician performed low-magnitude electrical panel work with actual isolation performed, making energy level 1. The missing written permit represents an administrative barrier failure (score 1),",llm_weak_gold
R030,"Vessel entry team entered a separator for inspection using the previous day's permit, which had already expired at shift change.",work_authorisation,work_authorisation,confined_space;work_authorisation,false,1,1,1,1,"The vessel entry team used an expired permit from the previous shift for separator entry. While confined space entry involves potential atmospheric and physical hazards (energy_level=1), no actual haz",llm_weak_gold
R031,Rigger began a crane lift near overhead power lines without a lift plan sign-off from the site supervisor.,work_authorisation,work_authorisation,safe_mechanical_lifting;work_authorisation,true,2,2,2,1,"A crane lift near overhead power lines involves high electrical and mechanical energy, making energy_level=2. Operating without supervisor sign-off represents a missing critical lift plan barrier (bar",llm_weak_gold
R032,"Hot work permit was issued for a grinding job, but the fire watch was pulled to another task before the work finished.",work_authorisation,work_authorisation,hot_work;work_authorisation,false,1,1,1,1,"The report describes a hot work grinding job where the fire watch was temporarily reassigned before work finished. While hot work involves an ignition source, the actual hazard energy is low-moderate,",llm_weak_gold
R033,Scaffold was used for working at height before the scaffold tag inspection had been completed and signed.,work_authorisation,work_authorisation,working_at_height;work_authorisation,false,2,1,1,1,"The scaffold had a height hazard (>2m, energy=1-2 depending on height, though structurally sound), but the primary failure was administrative (missing inspection tag, barrier_failure=1). The worker wa",llm_weak_gold
R034,New contractor crew started excavation near buried pipeline markers without obtaining an excavation permit.,work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The crew performed excavation near buried pipelines without an excavation permit, representing a work authorisation violation. However, the energy level is moderate/low as no line strike or high-magni",llm_weak_gold
R035,"Pressure relief valve was gagged after repeated lifting during startup, to keep the unit online for the shift.",bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,true,2,2,2,2,High-pressure energy was present and a critical safety control (relief valve) was deliberately defeated to keep the unit running. Operators were exposed to this high-pressure hazard for a prolonged pe,llm_weak_gold
R036,Emergency shutdown pushbutton on the wellhead was taped over to prevent accidental trips during a workover.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,1,1,"The emergency shutdown (ESD) control was deliberately taped over to prevent accidental trips during a workover, representing a bypassed safety control. However, this is an administrative or procedural",llm_weak_gold
R037,Gas detector alarm in the compressor shed was silenced and left disabled after nuisance alarms the previous week.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,1,1,"The gas detector (a safety control) was disabled following nuisance alarms, representing a critical safety control bypass. However, no gas release or high-energy hazard was actively present at the tim",llm_weak_gold
R038,Interlock on the guard door of a shale shaker was defeated with a jumper wire so the crew could clear a blockage without stopping the equipment.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;line_of_fire,true,2,2,2,1,"The crew deliberately defeated a safety interlock with a jumper wire to access moving mechanical parts (shale shaker), which involves mechanical/rotational energy and a bypassed critical safety contro",llm_weak_gold
R039,Low-level trip on a separator was overridden from the control room to avoid a false shutdown during a busy loading operation.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,1,1,"An operational override of a separator trip involves pressure energy control, but the task itself was routine operation with moderate hazard magnitude and administrative bypass, resulting in low overa",llm_weak_gold
R040,Seatbelt interlock on a forklift was disconnected because it kept stalling the engine on rough ground.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;driving,true,2,2,2,2,"The forklift operator disconnected the seatbelt interlock to prevent engine stalling, bypassing a critical safety control while operating a moving vehicle (high kinetic energy). The vehicle operator w",llm_weak_gold
R041,"Electrician started rewiring a junction box without verifying zero energy with a meter, relying only on the breaker tag.",energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,"The electrician performed electrical work relying solely on a breaker tag without verifying zero energy with a meter, which is an energy isolation violation. However, the energy level is moderate (low",llm_weak_gold
R042,"Pipefitter opened a flange on a line believed to be isolated, but a bypass valve had not been closed, releasing residual product.",energy_isolation,energy_isolation,energy_isolation;line_of_fire,false,2,2,2,1,"The worker opened a flange on a line with residual product because a bypass valve was left open, indicating an energy isolation failure involving pressurized process fluids. The worker was directly ex [percentile-cap: demoted from SIF+]",llm_weak_gold
R043,Mechanic began a pump seal replacement after misreading an isolation tag meant for an adjacent pump.,energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,"The mechanic engaged in a pump seal replacement on the wrong pump due to misreading an isolation tag, creating potential exposure to process energy. However, the task was localized and brief, the ener",llm_weak_gold
R044,"Crew removed a lockout on a conveyor to check a jam, without re-isolating before reaching in.",energy_isolation,energy_isolation,energy_isolation;line_of_fire,false,1,2,2,1,"The crew reached into a conveyor to clear a jam immediately after removing the lockout, creating potential exposure to mechanical/kinetic energy. While the isolation was removed prematurely, the hazar",llm_weak_gold
R045,"Worker entered a mud pit for cleaning without a current gas test, relying on the previous day's reading.",confined_space,confined_space,confined_space;work_authorisation,false,1,1,1,1,"The worker entered a mud pit (confined space) without a fresh gas test, relying on outdated readings. While this is a serious violation of confined space controls, the actual hazard energy (atmosphere",llm_weak_gold
R046,Attendant left a tank entry unattended briefly to answer a radio call while the entrant continued work inside.,confined_space,confined_space,confined_space,false,1,1,1,1,"The report describes a tank entry where the attendant briefly left their post to answer a radio call while the entrant was inside. This involves a confined space hazard (moderate-to-high risk, energy_",llm_weak_gold
R047,"Two workers entered a separator vessel for inspection without a signed entry permit, assuming it was a quick look.",confined_space,confined_space,confined_space;work_authorisation,false,1,2,1,1,"The workers entered a confined space vessel without an entry permit, representing a failure of the work authorisation and confined space barriers. However, no specific hazardous atmosphere or high ene",llm_weak_gold
R048,"Crew entered a below-grade vault to check a valve without testing for H2S, despite known sour gas history in the area.",confined_space,confined_space,confined_space;work_authorisation,true,2,2,2,1,"The crew entered a confined space in a known sour gas area without conducting a pre-entry gas test, representing a critical failure of the gas-testing barrier in an environment with potential high-con",llm_weak_gold
R049,A worker stood under a suspended load while helping guide a pipe section into position with a tag line.,line_of_fire,line_of_fire,safe_mechanical_lifting;line_of_fire,false,2,1,2,1,"The worker was directly positioned beneath a suspended load (high gravitational energy), which placed them in the direct line of fire of a heavy dropped object. Although they used a tag line, standing",llm_weak_gold
R050,An employee walked through the swing radius of an active crane to reach a tool cart on the far side.,line_of_fire,line_of_fire,safe_mechanical_lifting;line_of_fire,true,2,2,2,1,"The employee entered the swing radius of an active crane (high mechanical lifting energy = 2), a critical exclusion zone barrier was breached (barrier failure = 2), the worker was directly in the line",llm_weak_gold
R051,A crew member stood near a pressurized hose connection while it was being pressure-tested.,line_of_fire,line_of_fire,line_of_fire,false,2,1,2,1,"The crew member was standing near a pressurized hose during testing, which involves moderate-to-high pressure energy and proximity to the line of fire. However, pressure testing is a controlled activi",llm_weak_gold
R052,A worker positioned himself between a truck and a loading rack while the truck was still being spotted.,line_of_fire,line_of_fire,line_of_fire;driving,false,2,1,2,1,"The worker placed themselves directly in the line of fire between a moving vehicle (truck) and a fixed structure (loading rack) while the vehicle was in motion, involving high mechanical/vehicular ene",llm_weak_gold
R053,Welder began cutting near a tank containing residual hydrocarbon vapors without a gas test beforehand.,hot_work,hot_work,hot_work;work_authorisation,true,2,2,2,1,"Hot work was initiated near hydrocarbon vapors without a gas test, creating an immediate flammable atmosphere hazard where the welder was directly exposed. Although exposure was brief, the combination",llm_weak_gold
R054,Grinding sparks ignited nearby rags soaked in solvent that had not been cleared from the work area.,hot_work,hot_work,hot_work,false,1,1,1,1,"Grinding activities generated ignition sources near flammable solvent rags, leading to a localized fire hazard. Moderate thermal energy was present (1), housekeeping and flammable controls failed (1),",llm_weak_gold
R055,"A hot work permit was issued for one location, but the crew moved to weld at a second spot without re-checking the atmosphere there.",hot_work,hot_work,hot_work;work_authorisation,false,1,1,1,1,"The crew performed hot work at a new location without verifying the atmosphere, representing a failure to properly control ignition and flammable sources under a valid work authorisation. However, the",llm_weak_gold
R056,"Fire watch was not maintained for the required time after welding finished, and a smoldering ember reignited nearby insulation.",hot_work,hot_work,hot_work;work_authorisation,false,1,2,1,1,"Hot work was performed with inadequate fire watch duration, leading to a small insulation smolder. While thermal energy was present, it was low-magnitude post-welding heat rather than active high pres",llm_weak_gold
R057,"A worker climbed a ladder to a platform without securing the ladder's base, and it slid out from under him.",working_at_height,working_at_height,working_at_height,false,2,2,2,1,"The worker climbed an unsecured ladder to a platform and experienced a fall when the ladder slipped, involving gravitational energy at height (>2m) and a failure of the physical stabilization barrier  [percentile-cap: demoted from SIF+]",llm_weak_gold
R058,An employee leaned over an unguarded edge of a tank roof to retrieve a dropped tool.,working_at_height,working_at_height,working_at_height;line_of_fire,false,2,2,2,1,"The employee leaned over an unguarded tank roof edge (>2m) to retrieve a tool, presenting high gravitational energy and a fall hazard with a missing physical barrier (guardrail/protection). The worker [percentile-cap: demoted from SIF+]",llm_weak_gold
R059,A worker used a harness but failed to clip the lanyard to an approved anchor point while working on a flare stack.,working_at_height,working_at_height,working_at_height,false,2,1,1,1,"The worker was at height on a flare stack (>2m, high gravitational energy = 2), but the harness was worn and only the lanyard attachment was missed (administrative/behavioral lapse, partially present ",llm_weak_gold
R060,"A crew member stood on the top rung of a stepladder to reach a valve, losing balance when it wobbled.",working_at_height,working_at_height,working_at_height,false,2,1,1,1,"The worker was at height on a stepladder (>2m gravitational energy, energy_level=2) and lost balance, but managed to recover without falling, meaning proximity and exposure were brief and limited (pro",llm_weak_gold
R061,A rigger used a sling rated below the load weight because the correct sling was not available on site.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,false,2,2,2,1,"The rigger used an undersized sling for a lift, presenting gravitational and mechanical energy hazards (energy_level=2). A critical physical barrier (correctly rated rigging equipment) was absent due  [percentile-cap: demoted from SIF+]",llm_weak_gold
R062,"A crane operator lifted a load with the boom angle steeper than the load chart allowed, causing the load to swing.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,false,1,1,1,1,"A crane operator lifted a load outside of the safe load chart parameters, causing the load to swing and introducing gravitational and mechanical energy. While the load swung (energy_level=1 for modera",llm_weak_gold
R063,A worker stood within the fall radius while guiding a suspended pipe rack into place by hand.,safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,false,2,2,2,1,"The worker was guiding a suspended pipe rack by hand while standing within the fall radius, representing high gravitational energy from a heavy suspended load combined with direct human proximity in t [percentile-cap: demoted from SIF+]",llm_weak_gold
R064,"A tagline was not used during the lift of an awkward-shaped load, allowing it to spin and strike a nearby worker.",safe_mechanical_lifting,safe_mechanical_lifting,safe_mechanical_lifting;line_of_fire,false,2,2,2,1,The report describes a suspended load (mechanical lifting energy) that spun and struck a worker because a tagline was not used (control barrier failure). The worker was directly in the line of fire of [percentile-cap: demoted from SIF+],llm_weak_gold
R065,A driver checked a work order on a mobile phone while driving on a lease road and drifted off the shoulder.,driving,driving,driving,false,2,2,2,1,"The driver was operating a moving vehicle while distracted by a mobile phone, representing high-magnitude kinetic energy and direct exposure in the driver's seat. A critical safety rule regarding dist [percentile-cap: demoted from SIF+]",llm_weak_gold
R066,A crew truck driver exceeded the site speed limit on a gravel access road and lost control on a curve.,driving,driving,driving,false,2,2,2,1,A moving vehicle represents high-magnitude kinetic energy (energy_level=2) with the driver directly exposed to the crash impact (human_proximity=2). The vehicle safety speed control barrier failed (ba [percentile-cap: demoted from SIF+],llm_weak_gold
R067,A night-shift driver was assigned a long solo trip to a remote well pad without a fatigue break and drifted into the oncoming lane.,driving,driving,driving,false,2,2,2,1,"A driver operating a vehicle on a long solo trip experienced fatigue and drifted into the oncoming lane, representing high vehicular kinetic energy with direct exposure in the path of hazard. A critic [percentile-cap: demoted from SIF+]",llm_weak_gold
R068,A driver failed to wear a seatbelt on a short site move and was thrown from the vehicle after hitting a pothole.,driving,driving,driving,false,2,2,2,1,"The driver was operating a moving vehicle without a seatbelt, representing high kinetic energy (driving) and a fully absent critical barrier (seatbelt). The driver was directly exposed to being thrown [percentile-cap: demoted from SIF+]",llm_weak_gold
R069,"Wireline crew began rig-up work using a permit written for a different pad, since the correct one had not been issued yet.",work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,"The crew performed wireline rig-up using an incorrect, invalid permit. Wireline operations involve high-energy pressure and mechanical equipment, but at the moment of this administrative discrepancy, ",llm_weak_gold
R070,"A pipefitter started tie-in work after the permit's time window had expired, assuming the extension was automatic.",work_authorisation,work_authorisation,work_authorisation,false,1,1,1,1,The report describes a routine low-energy pipefitting task where work continued past the permitted time window due to an administrative assumption. The task involved low hazard energy (pipefitting at ,llm_weak_gold
R071,Crane operator moved a load without a signed lift permit because the crew lead said they had done this move before.,work_authorisation,work_authorisation,safe_mechanical_lifting;work_authorisation,false,1,1,1,1,"The crane operator performed a lift without a valid permit, representing an administrative barrier failure. However, the lift itself was a routine move with moderate mechanical energy, and the report ",llm_weak_gold
R072,Electrical isolation was performed by a technician who was not listed as an authorized isolator on the permit.,work_authorisation,work_authorisation,energy_isolation;work_authorisation,false,1,1,1,1,"The report describes a procedural violation where an unauthorized technician performed an electrical isolation. The energy level is low (routine electrical panel/isolation), the administrative barrier",llm_weak_gold
R073,A confined space entry was authorized verbally by a supervisor over radio instead of a signed permit.,work_authorisation,work_authorisation,confined_space;work_authorisation,false,1,2,1,1,"A confined space entry was performed without a signed written permit, relying only on a verbal authorization over the radio. While this is a clear work authorization violation, no hazardous atmosphere",llm_weak_gold
R074,A pressure switch that kept nuisance-tripping the pump was wired around during a night shift to avoid repeated callouts.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;energy_isolation,false,1,2,1,2,"Operators deliberately bypassed a safety control (pressure switch) on a pump during a night shift. While the bypass defeated a protective system, the pump is a moderate-energy operational unit rather ",llm_weak_gold
R075,Guard on a rotating shaft was removed to clear a wrap and not reinstalled before restart.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;line_of_fire,false,2,2,2,1,"The rotating shaft represents a high-magnitude mechanical energy source. The critical physical barrier (the guard) was completely absent during restart, and the operator was in close proximity to clea [percentile-cap: demoted from SIF+]",llm_weak_gold
R076,A high-high level alarm on a tank was muted in the DCS after repeated false alarms during a rain event.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls,false,1,2,0,1,"The operator muted a high-high level alarm on a tank in the DCS due to false alarms, representing a bypassed safety control. However, no high-energy release, tank overfill, or direct worker exposure o",llm_weak_gold
R077,A fall-arrest anchor point's failed inspection tag was ignored and the line was used anyway because no spare was available.,bypassing_safety_controls,bypassing_safety_controls,working_at_height;work_authorisation,false,1,1,1,1,"Working at height involves gravitational energy, but the anchor point was used without a valid inspection tag rather than structurally failing. The missing inspection tag represents an administrative ",llm_weak_gold
R078,A vehicle's reverse alarm was disconnected after complaints about noise on night shift.,bypassing_safety_controls,bypassing_safety_controls,bypassing_safety_controls;driving,false,2,2,1,1,"A vehicle's reverse alarm was disconnected, which is a bypassing of a safety control/warning device on a moving vehicle (moderate-high kinetic energy). The critical warning barrier was fully absent (b",llm_weak_gold
R079,"A technician assumed a valve was closed based on the handle position, without confirming with a pressure gauge.",energy_isolation,energy_isolation,energy_isolation,false,1,1,1,1,"The technician relied on visual handle position rather than verifying zero energy via a pressure gauge, which is an energy isolation issue. However, the report does not indicate that pressure was actu",llm_weak_gold
R080,"Two isolation points were required for the job, but only one was locked out before work began.",energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,"The report describes a procedural failure where only one of two required isolation points was locked out before work began, representing a degraded barrier on an energy isolation task. However, the en",llm_weak_gold
R081,"A worker removed a lock from an isolated breaker to test if power was restored, without informing the crew.",energy_isolation,energy_isolation,energy_isolation;bypassing_safety_controls,false,1,2,1,1,"The worker removed an energy isolation lock on an electrical breaker without coordination, which breaches safe isolation practices. However, the electrical panel represents moderate or low-voltage ene",llm_weak_gold
R082,An isolation certificate was transferred to a new crew without a walkdown to confirm the points were still isolated.,energy_isolation,energy_isolation,energy_isolation;work_authorisation,false,1,1,1,1,The report describes a procedural failure regarding the transfer of an isolation certificate without a mandatory physical walkdown. Since no specific high-energy system malfunction or active release o,llm_weak_gold
R083,"A hydraulic line was assumed depressurized after shutdown, but stored pressure remained and sprayed fluid when disconnected.",energy_isolation,energy_isolation,energy_isolation,false,2,2,2,1,"Stored hydraulic pressure released when disconnected, involving moderate-to-high pressure energy. The isolation barrier failed to bleed down the energy fully. The worker was directly exposed in the li [percentile-cap: demoted from SIF+]",llm_weak_gold
R084,"Gas testing equipment was not calibrated before use, giving a false safe reading inside a tank.",confined_space,confined_space,confined_space;work_authorisation,false,1,2,2,1,"Gas testing equipment was uncalibrated and used inside a tank, representing a critical failure of a safety barrier prior to entry. While the confined space involved moderate atmospheric energy rather ",llm_weak_gold
R085,An entrant continued working after the attendant left the entry point to retrieve a forgotten tool.,confined_space,confined_space,confined_space,false,1,1,1,1,"The report describes a confined space entrant working briefly without an attendant present, representing a breakdown in administrative safety controls. As no hazardous atmosphere or physical energy ha",llm_weak_gold
R086,A ventilation blower was turned off partway through the job because it was making entry uncomfortably loud.,confined_space,confined_space,confined_space;bypassing_safety_controls,false,1,1,1,1,"Turning off a ventilation blower in a workspace reduces air exchange, but no high-energy hazard or atmospheric hazard was described as actively present. This is a procedural/comfort issue rather than ",llm_weak_gold
R087,A worker climbed into a pit through a secondary opening that had not been included in the entry permit.,confined_space,confined_space,confined_space;work_authorisation,false,1,1,1,1,"The worker entered a confined space pit through an unpermitted opening, representing a work authorisation and confined space violation. However, the energy level and hazard context of the pit are not ",llm_weak_gold
R088,Rescue equipment listed on the confined space permit was not actually staged at the entry point.,confined_space,confined_space,confined_space;work_authorisation,false,1,1,1,1,"The report describes a confined space entry where required rescue equipment was missing from the entry point, representing a missing administrative/emergency barrier. However, no hazardous energy or a",llm_weak_gold
